metric,value,step
loss/category_loss,3.1630537509918213,10.0
loss/category_loss,2.6617703437805176,20.0
loss/category_loss,2.8269827365875244,30.0
loss/category_loss,2.7846133708953857,40.0
loss/category_loss,2.3587398529052734,50.0
loss/category_loss,2.6396448612213135,60.0
loss/category_loss,2.310795545578003,70.0
loss/category_loss,2.1947693824768066,80.0
loss/category_loss,2.456644058227539,90.0
loss/category_loss,2.359740734100342,100.0
loss/category_loss,2.7834575176239014,110.0
loss/category_loss,2.162548780441284,120.0
loss/category_loss,2.4706478118896484,130.0
loss/category_loss,2.329719066619873,140.0
loss/category_loss,2.5924301147460938,150.0
loss/category_loss,2.3117928504943848,160.0
loss/category_loss,2.3093008995056152,170.0
loss/category_loss,1.7498728036880493,180.0
loss/category_loss,1.728736162185669,190.0
loss/category_loss,2.2031116485595703,200.0
loss/category_loss,2.196640729904175,210.0
loss/category_loss,2.2407851219177246,220.0
loss/category_loss,1.4761353731155396,230.0
loss/category_loss,1.7383489608764648,240.0
loss/category_loss,2.1874823570251465,250.0
loss/category_loss,2.530427932739258,260.0
loss/category_loss,1.9902892112731934,270.0
loss/category_loss,1.9301531314849854,280.0
loss/category_loss,2.3154802322387695,290.0
loss/category_loss,2.224928140640259,300.0
loss/category_loss,1.5960644483566284,310.0
loss/category_loss,1.7206714153289795,323.0
loss/category_loss,2.0291335582733154,333.0
loss/category_loss,2.1195738315582275,343.0
loss/category_loss,1.9089643955230713,353.0
loss/category_loss,1.8336094617843628,363.0
loss/category_loss,2.2435719966888428,373.0
loss/category_loss,1.767143964767456,383.0
loss/category_loss,1.8030545711517334,393.0
loss/category_loss,1.4211349487304688,403.0
loss/category_loss,1.658350944519043,413.0
loss/category_loss,1.4904378652572632,423.0
loss/category_loss,1.7278975248336792,433.0
loss/category_loss,2.079835891723633,443.0
loss/category_loss,1.7659662961959839,453.0
loss/category_loss,2.116875171661377,463.0
loss/category_loss,1.8344939947128296,473.0
loss/category_loss,1.851759672164917,483.0
loss/category_loss,1.9157493114471436,493.0
loss/category_loss,2.3606019020080566,503.0
loss/category_loss,1.8066778182983398,513.0
loss/category_loss,1.5802319049835205,523.0
loss/category_loss,1.4786770343780518,533.0
loss/category_loss,1.8536264896392822,543.0
loss/category_loss,1.7942240238189697,553.0
loss/category_loss,1.9331878423690796,563.0
loss/category_loss,2.0478532314300537,573.0
loss/category_loss,1.880320429801941,583.0
loss/category_loss,1.8099985122680664,593.0
loss/category_loss,2.0787477493286133,603.0
loss/category_loss,1.8749300241470337,613.0
loss/category_loss,1.5058388710021973,623.0
loss/category_loss,1.771430253982544,636.0
loss/category_loss,1.7417640686035156,646.0
loss/category_loss,1.6304963827133179,656.0
loss/category_loss,1.5864720344543457,666.0
loss/category_loss,1.5642927885055542,676.0
loss/category_loss,2.159107208251953,686.0
loss/category_loss,1.6992104053497314,696.0
loss/category_loss,1.5678095817565918,706.0
loss/category_loss,1.7985787391662598,716.0
loss/category_loss,1.2987656593322754,726.0
loss/category_loss,1.7739378213882446,736.0
loss/category_loss,1.7296924591064453,746.0
loss/category_loss,1.114409327507019,756.0
loss/category_loss,1.9809350967407227,766.0
loss/category_loss,1.6620532274246216,776.0
loss/category_loss,0.8909071087837219,786.0
loss/category_loss,1.7848689556121826,796.0
loss/category_loss,1.9289590120315552,806.0
loss/category_loss,1.4977397918701172,816.0
loss/category_loss,2.0733015537261963,826.0
loss/category_loss,1.3196872472763062,836.0
loss/category_loss,1.5785162448883057,846.0
loss/category_loss,1.3243250846862793,856.0
loss/category_loss,1.5967665910720825,866.0
loss/category_loss,1.5387423038482666,876.0
loss/category_loss,1.2334169149398804,886.0
loss/category_loss,1.6014504432678223,896.0
loss/category_loss,1.8626457452774048,906.0
loss/category_loss,1.434775710105896,916.0
loss/category_loss,1.6902670860290527,926.0
loss/category_loss,1.8789401054382324,936.0
loss/category_loss,1.2930315732955933,949.0
loss/category_loss,1.6366053819656372,959.0
loss/category_loss,1.2197139263153076,969.0
loss/category_loss,1.1547050476074219,979.0
loss/category_loss,0.983316957950592,989.0
loss/category_loss,1.4201780557632446,999.0
loss/category_loss,1.3412820100784302,1009.0
loss/category_loss,1.648985505104065,1019.0
loss/category_loss,1.0384280681610107,1029.0
loss/category_loss,1.1334365606307983,1039.0
loss/category_loss,1.3321014642715454,1049.0
loss/category_loss,1.4410350322723389,1059.0
loss/category_loss,1.4568153619766235,1069.0
loss/category_loss,1.798048734664917,1079.0
loss/category_loss,1.118147373199463,1089.0
loss/category_loss,1.0552058219909668,1099.0
loss/category_loss,1.154675006866455,1109.0
loss/category_loss,0.8155878782272339,1119.0
loss/category_loss,1.1332123279571533,1129.0
loss/category_loss,0.8710311651229858,1139.0
loss/category_loss,1.2996680736541748,1149.0
loss/category_loss,1.365373134613037,1159.0
loss/category_loss,1.7080782651901245,1169.0
loss/category_loss,1.1732722520828247,1179.0
loss/category_loss,1.2618632316589355,1189.0
loss/category_loss,1.8590413331985474,1199.0
loss/category_loss,1.5083471536636353,1209.0
loss/category_loss,1.349370002746582,1219.0
loss/category_loss,0.7970529198646545,1229.0
loss/category_loss,0.8401330709457397,1239.0
loss/category_loss,1.273892879486084,1249.0
loss/category_loss,0.8400723338127136,1262.0
loss/category_loss,1.0633784532546997,1272.0
loss/category_loss,0.694091260433197,1282.0
loss/category_loss,1.2072715759277344,1292.0
loss/category_loss,0.7770978212356567,1302.0
loss/category_loss,1.6782548427581787,1312.0
loss/category_loss,1.6432685852050781,1322.0
loss/category_loss,0.5245882868766785,1332.0
loss/category_loss,0.6986122727394104,1342.0
