metric,value,step
loss/category_loss,2.950139284133911,10.0
loss/category_loss,2.5539660453796387,20.0
loss/category_loss,2.007697343826294,30.0
loss/category_loss,2.1055970191955566,40.0
loss/category_loss,2.2769722938537598,50.0
loss/category_loss,2.04435658454895,60.0
loss/category_loss,2.1397862434387207,70.0
loss/category_loss,2.187530040740967,80.0
loss/category_loss,1.8759502172470093,90.0
loss/category_loss,1.773694396018982,100.0
loss/category_loss,2.0722246170043945,110.0
loss/category_loss,2.528646469116211,120.0
loss/category_loss,2.0519628524780273,130.0
loss/category_loss,1.926367998123169,140.0
loss/category_loss,2.069441318511963,150.0
loss/category_loss,1.8377830982208252,160.0
loss/category_loss,1.5669844150543213,170.0
loss/category_loss,1.9500951766967773,180.0
loss/category_loss,1.740536093711853,190.0
loss/category_loss,1.6749389171600342,200.0
loss/category_loss,1.8692365884780884,210.0
loss/category_loss,1.878495454788208,220.0
loss/category_loss,1.6469862461090088,230.0
loss/category_loss,1.8328802585601807,240.0
loss/category_loss,1.6553272008895874,250.0
loss/category_loss,1.7361640930175781,260.0
loss/category_loss,1.5451496839523315,270.0
loss/category_loss,1.6498372554779053,280.0
loss/category_loss,1.589287519454956,290.0
loss/category_loss,1.8276218175888062,300.0
loss/category_loss,2.208958864212036,310.0
loss/category_loss,1.6684167385101318,320.0
loss/category_loss,1.7212636470794678,330.0
loss/category_loss,2.0940492153167725,340.0
loss/category_loss,1.6720466613769531,350.0
loss/category_loss,1.8271881341934204,360.0
loss/category_loss,1.9151557683944702,370.0
loss/category_loss,1.6037648916244507,380.0
loss/category_loss,1.0717560052871704,390.0
loss/category_loss,1.9986909627914429,400.0
loss/category_loss,1.5748121738433838,410.0
loss/category_loss,1.6368223428726196,420.0
loss/category_loss,1.8500868082046509,430.0
loss/category_loss,1.5245723724365234,440.0
loss/category_loss,1.7009729146957397,450.0
loss/category_loss,1.7059351205825806,460.0
loss/category_loss,1.318648338317871,470.0
loss/category_loss,1.6131799221038818,480.0
