metric,value,step
loss/category_loss,1.3794628381729126,1460.0
loss/category_loss,0.9572888016700745,1470.0
loss/category_loss,1.6302658319473267,1480.0
loss/category_loss,1.027592658996582,1490.0
loss/category_loss,1.3839343786239624,1500.0
loss/category_loss,1.0316740274429321,1510.0
loss/category_loss,1.284638524055481,1520.0
loss/category_loss,1.2212567329406738,1530.0
loss/category_loss,1.1023200750350952,1540.0
loss/category_loss,1.1914888620376587,1550.0
loss/category_loss,1.4800257682800293,1560.0
loss/category_loss,1.219372272491455,1570.0
loss/category_loss,1.3509303331375122,1580.0
loss/category_loss,1.244530200958252,1590.0
loss/category_loss,1.2420490980148315,1600.0
loss/category_loss,1.4198858737945557,1610.0
loss/category_loss,1.233445405960083,1620.0
loss/category_loss,1.4592194557189941,1630.0
loss/category_loss,1.4035247564315796,1640.0
loss/category_loss,1.691794991493225,1650.0
loss/category_loss,1.4089462757110596,1660.0
loss/category_loss,1.1397536993026733,1670.0
loss/category_loss,1.0795507431030273,1680.0
loss/category_loss,1.7647978067398071,1690.0
loss/category_loss,1.1208840608596802,1700.0
loss/category_loss,1.1875497102737427,1710.0
loss/category_loss,1.6397382020950317,1720.0
loss/category_loss,1.541161060333252,1730.0
loss/category_loss,1.367605447769165,1740.0
loss/category_loss,1.2706242799758911,1750.0
loss/category_loss,1.2747472524642944,1760.0
loss/category_loss,1.35016667842865,1770.0
loss/category_loss,1.7124366760253906,1780.0
loss/category_loss,1.0245468616485596,1790.0
loss/category_loss,1.614040493965149,1800.0
loss/category_loss,1.3816741704940796,1810.0
loss/category_loss,1.5601272583007812,1820.0
loss/category_loss,1.2719502449035645,1830.0
loss/category_loss,1.732214093208313,1840.0
loss/category_loss,1.0396950244903564,1850.0
loss/category_loss,1.3242830038070679,1860.0
loss/category_loss,1.265628457069397,1870.0
loss/category_loss,1.5863574743270874,1880.0
loss/category_loss,1.1147065162658691,1890.0
loss/category_loss,1.173323631286621,1900.0
loss/category_loss,1.4296015501022339,1910.0
loss/category_loss,1.4906034469604492,1920.0
loss/category_loss,1.319939374923706,1930.0
loss/category_loss,1.4361954927444458,1940.0
loss/category_loss,1.2199472188949585,1950.0
loss/category_loss,1.438258171081543,1960.0
loss/category_loss,1.2462695837020874,1970.0
loss/category_loss,0.9915405511856079,1980.0
loss/category_loss,1.539109468460083,1990.0
loss/category_loss,1.607322096824646,2000.0
loss/category_loss,0.9391972422599792,2010.0
loss/category_loss,1.0309604406356812,2020.0
loss/category_loss,1.363885521888733,2030.0
loss/category_loss,0.9476686120033264,2040.0
loss/category_loss,1.2598148584365845,2050.0
loss/category_loss,0.8571085929870605,2060.0
loss/category_loss,1.293157935142517,2070.0
loss/category_loss,0.8452929854393005,2080.0
loss/category_loss,1.072096347808838,2090.0
loss/category_loss,0.8279666900634766,2100.0
loss/category_loss,0.9322169423103333,2110.0
loss/category_loss,1.1054201126098633,2120.0
loss/category_loss,1.2878400087356567,2130.0
loss/category_loss,1.1169514656066895,2140.0
loss/category_loss,1.3414605855941772,2150.0
loss/category_loss,1.505104422569275,2160.0
loss/category_loss,1.3095592260360718,2170.0
loss/category_loss,1.0138789415359497,2180.0
loss/category_loss,1.2496743202209473,2190.0
loss/category_loss,1.19963800907135,2200.0
loss/category_loss,0.8645536303520203,2210.0
loss/category_loss,0.9054810404777527,2220.0
loss/category_loss,1.4354133605957031,2230.0
loss/category_loss,1.1804583072662354,2240.0
loss/category_loss,1.0609745979309082,2250.0
loss/category_loss,1.1225450038909912,2260.0
loss/category_loss,0.9510082006454468,2270.0
loss/category_loss,1.0363969802856445,2280.0
loss/category_loss,1.1254044771194458,2290.0
loss/category_loss,1.0498747825622559,2300.0
loss/category_loss,1.1163780689239502,2310.0
loss/category_loss,1.0878311395645142,2320.0
loss/category_loss,1.0639714002609253,2330.0
loss/category_loss,1.011091709136963,2340.0
loss/category_loss,1.1283620595932007,2350.0
loss/category_loss,0.9578952789306641,2360.0
loss/category_loss,1.2662380933761597,2370.0
loss/category_loss,1.1224110126495361,2380.0
loss/category_loss,1.4484245777130127,2390.0
loss/category_loss,1.0732264518737793,2400.0
loss/category_loss,0.8753613829612732,2410.0
loss/category_loss,1.474521517753601,2420.0
loss/category_loss,1.314414620399475,2430.0
loss/category_loss,1.0330554246902466,2440.0
loss/category_loss,0.7615556120872498,2450.0
loss/category_loss,1.1207596063613892,2460.0
loss/category_loss,1.1119091510772705,2470.0
loss/category_loss,1.348017930984497,2480.0
loss/category_loss,0.981069803237915,2490.0
loss/category_loss,0.8908769488334656,2500.0
loss/category_loss,1.2337403297424316,2510.0
loss/category_loss,1.2063060998916626,2520.0
loss/category_loss,0.8323330879211426,2530.0
loss/category_loss,1.4148982763290405,2540.0
loss/category_loss,1.085611343383789,2550.0
loss/category_loss,0.7314662337303162,2560.0
loss/category_loss,1.8810882568359375,2570.0
loss/category_loss,1.251450777053833,2580.0
loss/category_loss,1.4341926574707031,2590.0
loss/category_loss,1.214807391166687,2600.0
loss/category_loss,1.1919503211975098,2610.0
loss/category_loss,0.8608120083808899,2620.0
loss/category_loss,1.2629436254501343,2630.0
loss/category_loss,1.4109089374542236,2640.0
loss/category_loss,1.3605144023895264,2650.0
loss/category_loss,0.9529388546943665,2660.0
loss/category_loss,1.067793607711792,2670.0
loss/category_loss,0.8707333207130432,2680.0
loss/category_loss,1.2930063009262085,2690.0
loss/category_loss,1.1516185998916626,2700.0
loss/category_loss,0.9698975086212158,2710.0
loss/category_loss,1.2641502618789673,2720.0
loss/category_loss,1.0842370986938477,2730.0
loss/category_loss,1.2787681818008423,2740.0
loss/category_loss,0.9967374205589294,2750.0
loss/category_loss,0.7917113304138184,2760.0
loss/category_loss,1.1635158061981201,2770.0
loss/category_loss,1.2248151302337646,2780.0
loss/category_loss,1.3406115770339966,2790.0
loss/category_loss,1.0197254419326782,2800.0
loss/category_loss,0.8615152835845947,2810.0
loss/category_loss,1.117375135421753,2820.0
loss/category_loss,1.0880024433135986,2830.0
loss/category_loss,1.4133400917053223,2840.0
loss/category_loss,1.1277192831039429,2850.0
loss/category_loss,1.537277340888977,2860.0
loss/category_loss,0.9827570915222168,2870.0
loss/category_loss,1.120504379272461,2880.0
loss/category_loss,1.2065962553024292,2890.0
loss/category_loss,0.9125109314918518,2900.0
loss/category_loss,0.7860211133956909,2910.0
loss/category_loss,0.9479941725730896,2920.0
loss/category_loss,1.2046325206756592,2930.0
loss/category_loss,1.0974105596542358,2940.0
loss/category_loss,1.3103208541870117,2950.0
loss/category_loss,1.3711286783218384,2960.0
loss/category_loss,0.939949095249176,2970.0
loss/category_loss,1.029043436050415,2980.0
loss/category_loss,1.0716006755828857,2990.0
loss/category_loss,1.2120733261108398,3000.0
loss/category_loss,1.0871756076812744,3010.0
loss/category_loss,0.9002805352210999,3020.0
loss/category_loss,1.0924177169799805,3030.0
loss/category_loss,0.6639997959136963,3040.0
loss/category_loss,1.0251139402389526,3050.0
loss/category_loss,0.820746660232544,3060.0
loss/category_loss,0.7502346038818359,3070.0
loss/category_loss,0.9613182544708252,3080.0
loss/category_loss,0.6011456847190857,3090.0
loss/category_loss,0.9609277248382568,3100.0
loss/category_loss,0.7303480505943298,3110.0
loss/category_loss,0.7109675407409668,3120.0
loss/category_loss,0.6531570553779602,3130.0
loss/category_loss,0.8630444407463074,3140.0
loss/category_loss,1.0524961948394775,3150.0
loss/category_loss,1.4083999395370483,3160.0
loss/category_loss,0.8359864950180054,3170.0
loss/category_loss,1.1294255256652832,3180.0
loss/category_loss,0.7659280896186829,3190.0
loss/category_loss,0.7432164549827576,3200.0
loss/category_loss,0.7141764163970947,3210.0
loss/category_loss,0.9362829327583313,3220.0
loss/category_loss,0.9825627207756042,3230.0
loss/category_loss,0.9161417484283447,3240.0
loss/category_loss,1.1455442905426025,3250.0
loss/category_loss,0.6426296830177307,3260.0
loss/category_loss,0.9610338807106018,3270.0
loss/category_loss,0.8346958756446838,3280.0
loss/category_loss,0.6646008491516113,3290.0
loss/category_loss,0.961457371711731,3300.0
loss/category_loss,0.671968400478363,3310.0
loss/category_loss,0.9660014510154724,3320.0
loss/category_loss,0.9297359585762024,3330.0
loss/category_loss,1.129329800605774,3340.0
loss/category_loss,1.145565390586853,3350.0
loss/category_loss,1.0836780071258545,3360.0
loss/category_loss,1.0748896598815918,3370.0
loss/category_loss,0.6337819695472717,3380.0
loss/category_loss,0.9980348944664001,3390.0
loss/category_loss,0.9859210848808289,3400.0
loss/category_loss,1.3606669902801514,3410.0
loss/category_loss,0.8008625507354736,3420.0
loss/category_loss,0.7799471020698547,3430.0
loss/category_loss,0.7608598470687866,3440.0
loss/category_loss,1.1790008544921875,3450.0
loss/category_loss,0.5791609287261963,3460.0
loss/category_loss,0.6355841159820557,3470.0
loss/category_loss,0.8200116157531738,3480.0
loss/category_loss,0.7538259625434875,3490.0
loss/category_loss,1.0712698698043823,3500.0
loss/category_loss,0.9044028520584106,3510.0
loss/category_loss,0.8198683261871338,3520.0
loss/category_loss,0.9609126448631287,3530.0
loss/category_loss,1.438820481300354,3540.0
loss/category_loss,0.7813766002655029,3550.0
loss/category_loss,0.7586278319358826,3560.0
loss/category_loss,1.1559021472930908,3570.0
loss/category_loss,1.179050326347351,3580.0
loss/category_loss,1.2452900409698486,3590.0
loss/category_loss,0.9921769499778748,3600.0
loss/category_loss,1.218298316001892,3610.0
loss/category_loss,1.0580451488494873,3620.0
loss/category_loss,1.0910465717315674,3630.0
loss/category_loss,1.0530848503112793,3640.0
loss/category_loss,0.8207154870033264,3650.0
loss/category_loss,0.9381651282310486,3660.0
loss/category_loss,0.8587549328804016,3670.0
loss/category_loss,0.6355983018875122,3680.0
loss/category_loss,0.832397997379303,3690.0
loss/category_loss,0.7197957038879395,3700.0
loss/category_loss,0.6710529923439026,3710.0
loss/category_loss,0.745675802230835,3720.0
loss/category_loss,0.8640981912612915,3730.0
loss/category_loss,0.8820534348487854,3740.0
loss/category_loss,0.8737920522689819,3750.0
loss/category_loss,0.6137535572052002,3760.0
loss/category_loss,0.7765379548072815,3770.0
loss/category_loss,1.0035334825515747,3780.0
loss/category_loss,0.8385288119316101,3790.0
loss/category_loss,0.9207410216331482,3800.0
loss/category_loss,0.8636417984962463,3810.0
loss/category_loss,0.7292444109916687,3820.0
loss/category_loss,0.9815309643745422,3830.0
loss/category_loss,1.048941969871521,3840.0
loss/category_loss,0.6602973937988281,3850.0
loss/category_loss,0.97674959897995,3860.0
loss/category_loss,1.0888433456420898,3870.0
loss/category_loss,0.731709897518158,3880.0
loss/category_loss,0.8186298608779907,3890.0
loss/category_loss,1.0496995449066162,3900.0
loss/category_loss,0.8612540364265442,3910.0
loss/category_loss,1.010745644569397,3920.0
loss/category_loss,0.7643129825592041,3930.0
loss/category_loss,0.9142559766769409,3940.0
loss/category_loss,0.6748384237289429,3950.0
loss/category_loss,0.8245220184326172,3960.0
loss/category_loss,1.2315528392791748,3970.0
loss/category_loss,1.1947941780090332,3980.0
loss/category_loss,0.8672833442687988,3990.0
loss/category_loss,1.1098841428756714,4000.0
loss/category_loss,0.6909933686256409,4010.0
loss/category_loss,0.8668264150619507,4020.0
loss/category_loss,0.7346418499946594,4030.0
loss/category_loss,0.592323899269104,4040.0
loss/category_loss,0.6320532560348511,4050.0
loss/category_loss,0.5331552028656006,4060.0
loss/category_loss,0.5388361811637878,4070.0
loss/category_loss,0.6190842986106873,4080.0
loss/category_loss,1.1324068307876587,4090.0
loss/category_loss,0.3974017798900604,4100.0
loss/category_loss,0.6892048120498657,4110.0
loss/category_loss,0.7094083428382874,4120.0
loss/category_loss,0.5904741883277893,4130.0
loss/category_loss,0.5825728178024292,4140.0
loss/category_loss,0.6183052062988281,4150.0
loss/category_loss,0.7531158328056335,4160.0
loss/category_loss,0.6959667801856995,4170.0
loss/category_loss,0.5955988168716431,4180.0
loss/category_loss,0.6024575233459473,4190.0
loss/category_loss,0.7685288190841675,4200.0
loss/category_loss,0.9763872027397156,4210.0
loss/category_loss,0.7123665809631348,4220.0
loss/category_loss,0.6792945861816406,4230.0
loss/category_loss,0.5393578410148621,4240.0
loss/category_loss,0.6092427968978882,4250.0
loss/category_loss,0.6478562355041504,4260.0
loss/category_loss,0.44427451491355896,4270.0
loss/category_loss,0.7101718187332153,4280.0
loss/category_loss,0.7097609639167786,4290.0
loss/category_loss,0.8237565755844116,4300.0
loss/category_loss,0.6993092894554138,4310.0
loss/category_loss,0.975603461265564,4320.0
loss/category_loss,0.6498425006866455,4330.0
loss/category_loss,0.6374304294586182,4340.0
loss/category_loss,0.7851207852363586,4350.0
loss/category_loss,0.7407300472259521,4360.0
loss/category_loss,0.936016321182251,4370.0
loss/category_loss,0.8293520212173462,4380.0
loss/category_loss,0.788357138633728,4390.0
loss/category_loss,0.8179658651351929,4400.0
loss/category_loss,0.927095353603363,4410.0
loss/category_loss,0.6227893829345703,4420.0
loss/category_loss,0.7514703869819641,4430.0
loss/category_loss,0.8950671553611755,4440.0
loss/category_loss,0.8126987218856812,4450.0
loss/category_loss,0.7933538556098938,4460.0
loss/category_loss,0.7680449485778809,4470.0
loss/category_loss,0.7204912304878235,4480.0
loss/category_loss,0.7806643843650818,4490.0
loss/category_loss,0.8672551512718201,4500.0
loss/category_loss,0.935617983341217,4510.0
loss/category_loss,0.8800199627876282,4520.0
loss/category_loss,0.7053111791610718,4530.0
loss/category_loss,0.672441840171814,4540.0
loss/category_loss,0.7654237151145935,4550.0
loss/category_loss,0.7985859513282776,4560.0
loss/category_loss,0.3867514133453369,4570.0
loss/category_loss,0.7857979536056519,4580.0
loss/category_loss,0.5866441130638123,4590.0
loss/category_loss,0.5965098738670349,4600.0
loss/category_loss,0.515178918838501,4610.0
loss/category_loss,0.8061442375183105,4620.0
loss/category_loss,1.038199782371521,4630.0
loss/category_loss,0.7790423631668091,4640.0
loss/category_loss,0.6151037812232971,4650.0
loss/category_loss,1.2278590202331543,4660.0
loss/category_loss,0.9464731812477112,4670.0
loss/category_loss,0.6661503314971924,4680.0
loss/category_loss,0.6707482933998108,4690.0
loss/category_loss,0.9005506634712219,4700.0
loss/category_loss,0.7378394603729248,4710.0
loss/category_loss,1.1942951679229736,4720.0
loss/category_loss,0.835659384727478,4730.0
loss/category_loss,0.9151387810707092,4740.0
loss/category_loss,0.6364527940750122,4750.0
loss/category_loss,0.5122291445732117,4760.0
loss/category_loss,0.8290808200836182,4770.0
loss/category_loss,0.6421329975128174,4780.0
loss/category_loss,0.983852207660675,4790.0
loss/category_loss,0.7683916687965393,4800.0
loss/category_loss,0.7451136112213135,4810.0
loss/category_loss,0.5593106746673584,4820.0
loss/category_loss,0.5597055554389954,4830.0
loss/category_loss,1.102992057800293,4840.0
loss/category_loss,1.290949821472168,4850.0
loss/category_loss,0.7723221778869629,4860.0
loss/category_loss,0.7312742471694946,4870.0
loss/category_loss,0.49223992228507996,4880.0
loss/category_loss,1.0058921575546265,4890.0
loss/category_loss,0.5063042044639587,4900.0
loss/category_loss,0.7257242798805237,4910.0
loss/category_loss,0.6789706945419312,4920.0
loss/category_loss,0.7903860211372375,4930.0
loss/category_loss,0.5525907874107361,4940.0
loss/category_loss,0.8444468975067139,4950.0
loss/category_loss,0.8648847937583923,4960.0
loss/category_loss,0.5773819088935852,4970.0
loss/category_loss,0.6452583074569702,4980.0
loss/category_loss,0.920457124710083,4990.0
loss/category_loss,0.6786540746688843,5000.0
loss/category_loss,0.3707467019557953,5010.0
loss/category_loss,0.6247957944869995,5020.0
loss/category_loss,0.6641137599945068,5030.0
loss/category_loss,0.4806363582611084,5040.0
loss/category_loss,0.2701617479324341,5050.0
loss/category_loss,1.0143494606018066,5060.0
loss/category_loss,0.3451858460903168,5070.0
loss/category_loss,0.35760360956192017,5080.0
loss/category_loss,0.8109806776046753,5090.0
loss/category_loss,0.6850613355636597,5100.0
loss/category_loss,0.8383696675300598,5110.0
loss/category_loss,0.4480628967285156,5120.0
loss/category_loss,0.7829713225364685,5130.0
loss/category_loss,0.4102230966091156,5140.0
loss/category_loss,0.7966815233230591,5150.0
loss/category_loss,0.5660635232925415,5160.0
loss/category_loss,0.7779957056045532,5170.0
loss/category_loss,0.4637596607208252,5180.0
loss/category_loss,0.49047520756721497,5190.0
loss/category_loss,0.5214701890945435,5200.0
loss/category_loss,0.6222081184387207,5210.0
loss/category_loss,0.7701939344406128,5220.0
loss/category_loss,0.5948614478111267,5230.0
loss/category_loss,0.6129186749458313,5240.0
loss/category_loss,0.5631654858589172,5250.0
loss/category_loss,0.6301975846290588,5260.0
loss/category_loss,0.5825296640396118,5270.0
loss/category_loss,0.5260751247406006,5280.0
loss/category_loss,0.5251867175102234,5290.0
loss/category_loss,0.551304042339325,5300.0
loss/category_loss,0.716236412525177,5310.0
loss/category_loss,0.6556426882743835,5320.0
loss/category_loss,0.542460024356842,5330.0
loss/category_loss,0.47187215089797974,5340.0
loss/category_loss,0.7077631950378418,5350.0
loss/category_loss,0.5763304233551025,5360.0
loss/category_loss,0.8177555203437805,5370.0
loss/category_loss,0.7644498348236084,5380.0
loss/category_loss,0.4880092144012451,5390.0
loss/category_loss,0.6880476474761963,5400.0
loss/category_loss,0.37568825483322144,5410.0
loss/category_loss,0.41634610295295715,5420.0
loss/category_loss,0.7013773322105408,5430.0
loss/category_loss,0.5758908987045288,5440.0
loss/category_loss,0.4586567282676697,5450.0
loss/category_loss,0.5889130234718323,5460.0
loss/category_loss,0.6892139315605164,5470.0
loss/category_loss,0.5846035480499268,5480.0
loss/category_loss,0.5017905235290527,5490.0
loss/category_loss,0.3955719769001007,5500.0
loss/category_loss,0.6575430035591125,5510.0
loss/category_loss,0.5721859335899353,5520.0
loss/category_loss,0.5944585204124451,5530.0
loss/category_loss,0.9074528217315674,5540.0
loss/category_loss,0.4179476797580719,5550.0
loss/category_loss,0.5556108951568604,5560.0
loss/category_loss,0.7789566516876221,5570.0
loss/category_loss,0.6104763150215149,5580.0
loss/category_loss,0.6562950611114502,5590.0
loss/category_loss,0.8813439011573792,5600.0
loss/category_loss,0.8261715173721313,5610.0
loss/category_loss,0.5573678612709045,5620.0
loss/category_loss,0.7650558948516846,5630.0
loss/category_loss,0.5360507965087891,5640.0
loss/category_loss,0.7065818309783936,5650.0
loss/category_loss,0.7196944952011108,5660.0
loss/category_loss,0.5268262624740601,5670.0
loss/category_loss,0.8623762726783752,5680.0
loss/category_loss,0.39516758918762207,5690.0
loss/category_loss,0.4592718780040741,5700.0
loss/category_loss,0.6554816961288452,5710.0
loss/category_loss,0.716908872127533,5720.0
loss/category_loss,0.6602445840835571,5730.0
loss/category_loss,0.5693362951278687,5740.0
loss/category_loss,0.6130024194717407,5750.0
loss/category_loss,0.5043846368789673,5760.0
loss/category_loss,0.5245680212974548,5770.0
loss/category_loss,0.45222675800323486,5780.0
loss/category_loss,0.627248227596283,5790.0
loss/category_loss,0.6760604381561279,5800.0
loss/category_loss,0.41009780764579773,5810.0
loss/category_loss,0.5977269411087036,5820.0
loss/category_loss,0.5486142039299011,5830.0
loss/category_loss,0.5088742971420288,5840.0
loss/category_loss,0.5187723636627197,5850.0
loss/category_loss,0.5236389636993408,5860.0
loss/category_loss,0.6546309590339661,5870.0
loss/category_loss,0.39950671792030334,5880.0
loss/category_loss,0.4734764099121094,5890.0
loss/category_loss,0.642924964427948,5900.0
loss/category_loss,0.6092091202735901,5910.0
loss/category_loss,0.546491265296936,5920.0
loss/category_loss,0.5322316884994507,5930.0
loss/category_loss,0.5995541214942932,5940.0
loss/category_loss,0.46353304386138916,5950.0
loss/category_loss,0.5476377010345459,5960.0
loss/category_loss,0.647092342376709,5970.0
loss/category_loss,0.3318435549736023,5980.0
loss/category_loss,0.38133734464645386,5990.0
loss/category_loss,0.7013553380966187,6000.0
loss/category_loss,0.5395763516426086,6010.0
loss/category_loss,0.3727705478668213,6020.0
loss/category_loss,0.6597466468811035,6030.0
loss/category_loss,0.4499373733997345,6040.0
loss/category_loss,0.6351885199546814,6050.0
loss/category_loss,0.33408287167549133,6060.0
loss/category_loss,0.5341233611106873,6070.0
loss/category_loss,0.5544970035552979,6080.0
loss/category_loss,0.6507514119148254,6090.0
loss/category_loss,0.5770725607872009,6100.0
loss/category_loss,1.054601788520813,6110.0
loss/category_loss,0.45201414823532104,6120.0
loss/category_loss,0.41069403290748596,6130.0
loss/category_loss,0.6103513240814209,6140.0
loss/category_loss,0.6222183704376221,6150.0
loss/category_loss,0.3746146261692047,6160.0
loss/category_loss,0.3136291205883026,6170.0
loss/category_loss,0.3166494071483612,6180.0
loss/category_loss,0.24654138088226318,6190.0
loss/category_loss,0.4187546670436859,6200.0
loss/category_loss,0.3247058093547821,6210.0
loss/category_loss,0.5399362444877625,6220.0
loss/category_loss,0.6490069627761841,6230.0
loss/category_loss,0.5966495275497437,6240.0
loss/category_loss,0.5111908912658691,6250.0
loss/category_loss,0.44036537408828735,6260.0
loss/category_loss,0.5286144018173218,6270.0
loss/category_loss,0.7155378460884094,6280.0
loss/category_loss,0.5689414143562317,6290.0
loss/category_loss,0.5052516460418701,6300.0
loss/category_loss,0.6813583970069885,6310.0
loss/category_loss,0.5385377407073975,6320.0
loss/category_loss,0.5589571595191956,6330.0
loss/category_loss,0.4154573082923889,6340.0
loss/category_loss,0.2648542821407318,6350.0
loss/category_loss,0.5420320630073547,6360.0
loss/category_loss,0.35670894384384155,6370.0
loss/category_loss,0.3604471683502197,6380.0
loss/category_loss,0.18936026096343994,6390.0
loss/category_loss,0.4053390622138977,6400.0
loss/category_loss,0.4115466773509979,6410.0
loss/category_loss,0.6700366735458374,6420.0
loss/category_loss,0.274789035320282,6430.0
loss/category_loss,0.7522529363632202,6440.0
