loss,acc,f1_score,val_loss,val_acc,val_f1_score,lr
0.20705571684830643,0.9966127872467041,0.0006383947911672294,0.02042006275927027,0.996584951877594,0.0006710129091516137,9.999999747378752e-05
0.20094289424694084,0.9966152906417847,0.0006929124356247485,0.020359502453356982,0.9965848326683044,0.0007050331332720816,9.999999747378752e-05
0.2000469749470866,0.9966156482696533,0.0007267426699399948,0.020283611832807462,0.9965848922729492,0.0007380575989373028,9.999999747378752e-05
0.19827421835463718,0.9966150522232056,0.000800339796114713,0.020225956353048483,0.9965850114822388,0.0007743081077933311,9.999999747378752e-05
0.1960226149623085,0.9966151118278503,0.0008902524714358151,0.020309517905116082,0.9965848326683044,0.0009046593913808465,9.999999747378752e-05
0.1935200961139858,0.9966152310371399,0.0009997050510719419,0.020179050384710233,0.9965850710868835,0.000896280282177031,9.999999747378752e-05
0.18984877807259937,0.996615469455719,0.001188611495308578,0.020248202420771123,0.9965847730636597,0.001057094195857644,9.999999747378752e-05
0.18441503419870237,0.9966148734092712,0.0014993478544056416,0.020502879501630863,0.9965847730636597,0.0009842000436037779,9.999999747378752e-05
0.1756162345095354,0.9966169595718384,0.002153485780581832,0.021187952222923436,0.996584415435791,0.0011602917220443487,9.999999747378752e-05
0.1601578509510296,0.9966375827789307,0.003988435957580805,0.021647411150236925,0.9965812563896179,0.0011177232954651117,9.999999747378752e-05
0.1402544234305212,0.9966862797737122,0.007584035396575928,0.02370958145086964,0.9965702295303345,0.0012088391231372952,9.999999747378752e-05
0.11132700095155341,0.9968342185020447,0.014859548769891262,0.023786630822966497,0.9965739250183105,0.001280104974284768,4.999999873689376e-05
0.09175733138499949,0.9969321489334106,0.020443962886929512,0.024735183020432792,0.9965527057647705,0.0012604274088516831,4.999999873689376e-05
0.08067805692160972,0.9970118403434753,0.02415052428841591,0.025193341728299855,0.9965577125549316,0.0013641092227771878,4.999999873689376e-05
0.07284174485817096,0.9970545172691345,0.02679562382400036,0.025380744971334933,0.9965528845787048,0.0013423766940832138,4.999999873689376e-05
0.06770699895711627,0.9970887303352356,0.02828788571059704,0.025351795771469673,0.9965537786483765,0.0014018372166901827,4.999999873689376e-05
0.0629893207957253,0.9971045851707458,0.03007245622575283,0.02541446704417467,0.9965558052062988,0.0014219186268746853,2.499999936844688e-05
0.054390453907861014,0.9970492124557495,0.032301824539899826,0.026802976988255976,0.9965248107910156,0.0014776104362681508,2.499999936844688e-05
0.05245756679667604,0.9970477819442749,0.033008769154548645,0.027556961588561534,0.9965012073516846,0.001447529997676611,2.499999936844688e-05
0.05282484406613868,0.997054934501648,0.03285516798496246,0.027454954292625188,0.9965081810951233,0.0014483104459941387,2.499999936844688e-05
0.05242993816874678,0.997058629989624,0.03288733959197998,0.02697454591592153,0.996518611907959,0.0014446114655584097,2.499999936844688e-05
0.05164353252451672,0.9970406293869019,0.03311670944094658,0.027257151311884324,0.9965215921401978,0.0014709987444803119,1.249999968422344e-05
0.04826351979693112,0.9969865083694458,0.034308914095163345,0.029538240718344846,0.9964538216590881,0.0015260502696037292,1.249999968422344e-05
0.04776196929580042,0.9969860911369324,0.03451947867870331,0.030574663386990625,0.9964205026626587,0.0015689708525314927,1.249999968422344e-05
0.04819114924571076,0.9969977736473083,0.03409064561128616,0.029623434909929833,0.9964484572410583,0.0015682916855439544,1.249999968422344e-05
0.04849662802508935,0.9970051646232605,0.034041523933410645,0.029516128854205213,0.9964563846588135,0.001567209605127573,1.249999968422344e-05
0.04828247845874236,0.9969989061355591,0.034160368144512177,0.029485280656566224,0.9964568614959717,0.0015684645622968674,6.24999984211172e-06
0.04702446545749997,0.9969720244407654,0.03454238176345825,0.0314247845672071,0.9963934421539307,0.0015603078063577414,6.24999984211172e-06
0.046797321428269055,0.9969742894172668,0.034808527678251266,0.032714818697422744,0.9963533282279968,0.0016202328260987997,6.24999984211172e-06
0.04679366903694253,0.9969756603240967,0.03460076078772545,0.03322100359946489,0.9963231086730957,0.0016657966189086437,6.24999984211172e-06
0.046954852204690034,0.9969828724861145,0.03458342328667641,0.03297161754841606,0.9963380694389343,0.0015769358724355698,6.24999984211172e-06
0.047167275085244466,0.9969897270202637,0.03466198220849037,0.03244990569849809,0.9963624477386475,0.0016157850623130798,3.12499992105586e-06
0.04667986193518074,0.9969748854637146,0.034758854657411575,0.033219284222771726,0.9963272213935852,0.0016277108807116747,3.12499992105586e-06
0.046610347042072856,0.996971607208252,0.03486591950058937,0.033753364253789185,0.9963070750236511,0.001616280642338097,3.12499992105586e-06
0.04659581972102261,0.9969765543937683,0.03482622653245926,0.034251246694475414,0.9962900280952454,0.0016134172910824418,3.12499992105586e-06
0.04659299380242469,0.9969761371612549,0.03497486934065819,0.034703408895681305,0.9962736368179321,0.0016416955040767789,3.12499992105586e-06
0.046576485707753995,0.9969784617424011,0.034855060279369354,0.03487415456523498,0.9962717294692993,0.0016381732420995831,1.56249996052793e-06
0.04653876164387015,0.9969756603240967,0.03473975509405136,0.035119929506133,0.9962612390518188,0.0017286496004089713,1.56249996052793e-06
0.04653389343398472,0.9969754815101624,0.03487642481923103,0.03536109846706192,0.9962508082389832,0.0016381348250433803,1.56249996052793e-06
0.046529235996758685,0.9969766736030579,0.03471934422850609,0.03553189725304643,0.9962437152862549,0.0016644153511151671,1.56249996052793e-06
